nose.x,nose.y,leftEye.x,leftEye.y,rightEye.x,rightEye.y,leftEar.x,leftEar.y,rightEar.x,rightEar.y,leftShoulder.x,leftShoulder.y,rightShoulder.x,rightShoulder.y,leftElbow.x,leftElbow.y,rightElbow.x,rightElbow.y,leftWrist.x,leftWrist.y,rightWrist.x,rightWrist.y,leftHip.x,leftHip.y,rightHip.x,rightHip.y,leftKnee.x,leftKnee.y,rightKnee.x,rightKnee.y,leftAnkle.x,leftAnkle.y,rightAnkle.x,rightAnkle.y
231.96057862693308,1058.1525636799072,224.576872703858,1068.4327223547916,223.89532936252618,1049.8089078538806,233.76033249683502,1085.6839826465707,235.10488071068357,1032.435426806361,301.42902939539584,1097.364765665669,288.3113939297721,1014.0987309262754,381.1522756507212,1138.7835601218846,393.2306160264668,976.1270518106821,398.27855862975673,1090.1915348178084,398.32728390369255,1023.0382826972417,462.752610746101,1088.2411065168644,468.2382629835372,1023.8371237934039,604.2480417555554,1081.7600343576141,604.012043678305,1024.4754069624687,707.8904526098132,1083.062033864249,698.3160581882046,1029.708441635521
201.72211383062327,1150.6704878720188,196.73631296575567,1155.3069413843905,196.15442601299017,1147.2771860943803,198.68132979649866,1160.2021865010695,197.85238100675812,1141.0179558376171,218.3396054469639,1161.8416181223768,213.9128181763264,1134.875721492102,237.01551887106916,1172.2244226156827,237.42030695677914,1131.393618804598,245.44253296865443,1158.6405656487914,242.04615431196314,1142.826599407047,264.8918114526185,1165.2890699347874,260.6194147925897,1140.6133690059091,297.51046810878955,1161.1371796432725,298.80589125207507,1137.9147670890811,325.0693471256196,1149.7673544618128,339.6637483011976,1139.3112217567043
174.85629618556723,276.58966175657207,173.18177416962322,277.83638504878235,172.75081620300804,276.58752187225485,175.1627854154361,286.2594746674553,174.37202512273583,276.32667664622716,185.04743017888134,284.9902189652911,188.99540747422984,272.4330637195593,202.54082629087364,288.3189805927902,200.7865854033997,270.4327339359027,202.94546463282887,286.9629510326475,209.17728973012711,275.5756215736433,217.64274888691895,281.4947193628298,217.9081792911412,273.0012551922776,240.44038699702025,283.7324021124455,242.06439245335986,274.0126257622881,265.49586432066786,281.5089812867037,264.0337519010204,277.3078240906429
99.05470664103456,1314.9623310460454,95.37620451110384,1321.5544710650784,96.84052541115966,1306.6568266408385,90.44599433536298,1334.4905388200116,94.33469758118187,1297.5873799599563,122.95950687831511,1349.1075386075165,112.51170561009216,1296.324631603108,167.2033025167417,1358.6785377133085,154.72671622554498,1278.6405887633546,188.9457995760474,1360.9580504354371,191.3058480212095,1295.6026861060727,194.0358081757189,1353.0057158264128,193.72994599782297,1311.1315172901382,254.1930718079751,1361.4288237937596,251.8709805249501,1302.3529888353642,314.5139112943594,1346.608368666578,317.8226070635139,1281.471077374404
55.454451106801166,381.7908890429789,53.55282156909612,383.15900781761536,51.570826669996954,385.52257087068097,53.47077974957611,389.53114276748965,53.90528477138153,383.21690819028885,60.541357323041275,397.03942540658755,62.72878769503946,383.23890539086904,76.0186342379809,397.68295439005766,78.4825074194973,382.10881389596074,81.1273824046509,391.7721168402891,81.83332089942299,382.97517823155255,92.96341578758218,393.3070105851038,86.79172885606806,387.5682511893118,112.50821926831532,389.5538484175214,111.73871874920364,387.51885036327513,126.8081440707844,393.74126698435873,127.23656071310052,390.77743569989184
110.65433327105148,446.9721475707436,107.23064653693463,449.6957553940971,107.05713816035716,446.06631237786615,108.42438311190217,453.17430296644204,108.1110922999173,445.6901738545598,121.37175944844695,459.70996195422305,119.53732838057404,443.38069822439485,135.53816657586287,461.34902135957225,134.70703786261595,439.4793440636591,136.8228662425074,456.20097202537335,136.27197720686743,446.2378245824827,153.45929660423826,452.8626724235221,150.7835408092545,446.6479639135755,175.906218522526,452.48872311148773,176.01503567726724,442.75696722186524,202.50024573334107,443.63630812097375,205.43056495147448,434.83471490640557
302.4427806964458,1206.8981215533088,299.14226851947706,1212.1330020553057,299.1790550886085,1203.8118278825116,299.3723214816958,1211.860446562561,297.2994709992564,1205.3404473339997,310.48347558468606,1218.266913489958,309.00898890748607,1199.741869901134,326.1450313877415,1230.6119572899106,330.9041667628932,1198.2505954819878,337.1842566540834,1232.7435381768707,343.46278191501585,1201.0411311660441,341.8183939099201,1211.1369106882503,339.5778570592903,1204.835869284237,368.7616854700549,1210.3740038020358,352.9521511607601,1205.2616776680338,381.2699089690223,1209.739338896164,367.9675115476894,1210.496153069436
178.81814253630196,229.96961396042101,175.3805217138541,230.45989863143993,176.10257889995592,226.69254841126855,177.2286286580707,237.96118589815282,178.6258789944182,226.69833753705956,189.560102692077,240.2680298042198,188.17444693786678,231.69001613539498,206.17762862469476,242.69975001957192,207.21395259690084,224.1307471780216,214.63116536491515,241.70932386518456,218.21418161383323,229.96834146796508,218.76611117658942,233.13671042557993,221.6871798782846,233.83772223024303,244.85274943256644,235.3556618002912,244.97487770322317,227.36351557289294,263.95042622078273,242.05118635059458,264.9322297877501,231.15296808150458
105.55588550692057,650.7910883842441,102.89501001761543,651.4496828205321,99.77825310556885,646.4487197931578,104.08496172319254,658.4486353415986,103.58168400233856,647.8568160986913,116.24618046770335,662.4851453583542,115.32748285455338,642.4985429087633,129.22108997725374,671.6055410644277,129.50333607718972,638.8521490538883,137.16036274848645,673.4737978075892,138.6109688964161,641.1043877827507,147.45707064839243,663.2219375538863,145.67812966056104,647.4353618314029,166.21936702106115,667.617574966804,165.33408962224868,645.2357966647925,188.19950021990857,671.8936932875054,189.28877852725182,643.2090374034622
193.28994701204184,1100.8263492931742,188.75098439098403,1103.2224810638506,187.9588855235019,1095.8049649065326,192.78850125244367,1109.8142937854327,188.76086843869226,1098.1600038686313,208.8209277008142,1110.5200433606967,199.20829630742423,1093.3327846735608,227.15844639638595,1119.028126420235,231.28406418003107,1082.805678582576,238.98796664590824,1113.5769581831971,233.614668299523,1089.6520640240678,247.19300098543619,1112.8259884200327,249.87434241445067,1091.6824120000772,282.43703474203005,1110.235406815044,276.9134930151151,1094.6144471771702,335.79708234461685,1120.3545935261939,316.70095434837657,1102.266384087026
231.88288177604,1064.2976394486514,224.90259104761583,1074.4087658494416,222.6915088415368,1054.7885435264225,236.60682832872544,1086.466945586634,233.07746257941963,1037.888815947835,301.4001192517738,1096.6043203613026,311.1240947257661,1014.7488230159667,383.1053733647925,1140.4861664660334,394.4860878239584,976.6737612754588,396.9404023624644,1090.777127505714,399.31199835486643,1022.949715673396,460.41861387467895,1088.9470533999472,470.2009918127566,1024.6357615052382,604.2477921826309,1082.7108288059503,601.8237297221643,1024.1943557953723,707.8119571255615,1083.033571496474,693.7349844556596,1030.3864623133804
202.08889004013187,1150.5510985311403,197.0537351695378,1155.1585263476156,196.2436502533101,1147.490990801071,199.31617948349012,1160.156696087243,198.40537125444368,1140.8247581215837,218.28289671912995,1161.2368286704718,213.2858737117202,1133.908530001464,237.39251029235896,1172.2409297500285,236.95441861965892,1130.6636213375093,245.2838343454096,1158.903413978112,242.55798944444822,1145.168560292186,266.14760193553684,1164.09820095938,262.30740366755305,1138.5337305342016,298.58318965232826,1161.994205695276,299.9084890744226,1137.5624477658528,325.77939601446684,1150.4544258018386,339.38334928087727,1139.2724784124275
174.83135617123733,276.6372739443364,173.14923513968859,277.8665412136318,172.7150629617739,276.6065263326189,175.15455622819684,286.31069594407563,174.3278233580576,276.3845674275483,185.07972251557902,285.0482022048656,188.94384858770448,272.4505168829406,202.5280519967199,288.35113747798795,200.7129167554985,270.45268323383004,202.89883097198,286.9472159723761,209.20506332704983,275.4918725064867,217.71635850122456,281.4364282468034,217.98516773888693,272.9613930554765,240.45936797782846,283.6530476718567,242.1267058931548,273.7577286044612,265.77640732536776,281.47428084636095,264.27657147822595,276.90283978376334
